CLS_0001	الحمد لله رب العالمين والعاقبة للمتقين ولا عدوان الا على الظالمين
CLS_0002	واصلي واسلم على سيد الخلق اجمعين سيدنا محمد
CLS_0003	بعثه ربه بالحق بشيرا ونذيرا
CLS_0004	ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
CLS_0005	أحاول في هذا اليوم ان أتعرض لمواضيع أثيرت كثيرا
CLS_0006	حول الاتفاق السياسي الذي عقد بصخيرات
CLS_0007	وما ترتب عنها أو عنه من حديث
CLS_0008	وما تتناقله وسائل الإعلام والذين وقعوا
CLS_0009	والذين لم يوقعوا ولم يوافقوا على هذا الاتفاق
CLS_0010	ولعلني سأتعرض أيضا بداية إلى المؤتمر الصحفي الذي عقده السيد كوبلر المبعوث الاممي يوم أمس بتونس
CLS_0011	وسأحاول بإذن الله تعالى أن اشرح أن اشرح هذه المواضيع
CLS_0012	 بعناية وبتلخيص قدر المستطاع
CLS_0013	لكي يعي المواطن في ليبيا ما يدور حول هذا الاتفاق من لغط سياسي
CLS_0014	ومن تأويل ومن محاولة البعض لوصف أن يضع بعض أعضاء المؤتمر الوطني
CLS_0015	أو بعض شرائح المجتمع الليبي في كفة بأنها معرقلة للحوار
CLS_0016	وانها لا تسعى للوصول إلى اتفاق يخرج هذا البلد الحبيب من الانقسام ومن التشظي ومن المعاناة
CLS_0017	وربما يحاول البعض ان يظهر بأنه المنتصر وبأنه الذكي وبأنه الحريص الوحيد على مصلحة ليبيا
CLS_0018	وعندما يقرر من ذاته او من مجموعته او من حزبه او من مصالحه
CLS_0019	أو من نفترض فيه حسن النية قد يقدر بان اجتهاده هو وحده دون غيره هو الصواب
CLS_0020	وهو الأصلح ودون أن ينظر إلى المصلحة العامة
CLS_0021	أو يأخذ في الاعتبار بأننا جميعا داخل ليبيا شركاء في هذا الوطن
CLS_0022	ولا يمكن لأحد ما أن يختزل مصلحة ليبيا في رؤية يراها من زاوية خاصة
CLS_0023	بداية في ما تعرض له السيد المبعوث الأممي يوم أمس
CLS_0024	ووصل بأن وصف الوضع داخل طرابلس العاصمة بأنه تحكمه ميليشيات
CLS_0025	وبالوصف الذي يقصده انها مجموعات مسلحة خارج الشرعية وخارج المشروعية
CLS_0026	فالسؤال الذي يقدم الذين وقعوا اتفاق الصخيرات هل معظمهم يغادرون طرابلس من مطاراتها
CLS_0027	ويأتون إلى طرابلس في مرافقها ومؤسساتها ويتواصلون مع اهلها أم انهم خارج هذه المعادلة
CLS_0028	طالما أنه هناك ميليشيات مسلحة خارج الشرعية وخارج المشروعية
CLS_0029	واستغرب أيضا وهذا السؤال ليس مقدما للسيد المبعوث الأممي فقط
CLS_0030	فالمبعوث الأممي عندما يقول انه موظف يتبع هيئة الأمم المتحدة
CLS_0031	وأن لديه رئيس هو مجلس الأمن يمتثل بتعليماته وينقاد إليه
CLS_0032	فأنا بدوري أحيي مثل هذه الشخصية التي تقدر رؤسائها وأن انه موظف في مؤسسة لديها رئاسة
CLS_0033	وربما هذا الدرس يقدم للذين لم يأخذوا في ذلك بعين الاعتبار ان لديهم رؤساء
CLS_0034	إذا كان من وقع البعض منهم يتبعون المؤتمر الوطني فهل المؤتمر الوطني رئيسا لهم أم لا
CLS_0035	هل حلفهم اليمين باحترامهم للإعلان الدستوري
CLS_0036	ولمراعاة سيادة الوطن وعدم التدخل الأجنبي وعدم السماح لأي تدخل أجنبي للوطن وامتثالهم لحكم المحكمة الدستورية
CLS_0037	وما تعرضت له ليبيا منذ ثلاثة عشر سبعة الفين واربعة عشر وما نتج بعد أربعة ثمانية ألفين واربعة عشر
CLS_0038	جميعهم يعلم أن المؤتمر الوطني في شهر يونيو ألفين وأربعة عشر أقر قانون مجلس أو انتخاب محلس النواب
CLS_0039	أو بدأ في عملية انتخاب مجلس النواب وفي شهر يوليو أيضا اعتمدت بصفة نهائية النتائج النهائية لمجلس النواب بانتخاب ديمقراطي حر
CLS_0040	وتم تحديد موعد لانعقاد مجلس النواب يوم أربعة ثمانية ألفين وأربعة عشر
CLS_0041	حسب ما تنص عليه التشريعات النافذة بأن رئيس المؤتمر الوطني العام هو الذي يحدد موعد ومكان الاجتماع
CLS_0042	وما الذي حدث المؤتمر الوطني يوم أربعة ثمانية اجتمع بعض أعضائه واستصدروا بيانا في ذلك اليوم
CLS_0043	ورأوا ان انعقاد مجلس النواب بطبرق كان انعقادا باطلا
CLS_0044	لأنه لم يلتزم بالإجراءات المنصوص عليها في الإعلان الدستوري وبلجنة فبراير
CLS_0045	وشارك كل من وقع في اتفاق الصخيرات هذا التوجه
CLS_0046	ثم صدر حكم المحكمة الدستورية الذي قرر انعدام مجلس النواب وكل من شارك في اتفاق الصخيرات أيضا كان لديه هذا التوجه
CLS_0047	فما الذي حدث بعد ذلك
CLS_0048	انخرط المؤتمر الوطني ورأيناه من واجب من باب الواجب انخرط في الحوار
CLS_0049	والذي كان اساس النص عليه ان الحوار يجب أن يكون ليبيا ليبيا
CLS_0050	وكان من خلال فريق الحوار المكلف في ذلك الوقت برئاسة الدكتور صالج المخزوم
CLS_0051	في جميع مطالباته وجلساته وبياناته كان يطالب بأن يطالب بأن يكن أن يكون الحوار ليبيا ليبيا
CLS_0052	وكان الرفض من جانب مجلس النواب
CLS_0053	بل كان الأكثر والأدهى ان ساحات التجمع رفضت في ذلك الوقت أن يكون الحوار خارج ليبيا
CLS_0054	وطلبنا بأن يكون الحوار داخل ليبيا وكانت هناك جلسة بغدامس
CLS_0055	وبعدها لم يتيسر الأمر الأمر في الترتيب لظروف أو لإجراءات امنية مستتبة لتأمين البعثة وهذا حسب ما طلبه السيد ليون
CLS_0056	فوافقنا على أن تكون اجتماعاتنا أو اجتماعاتنا بصخيرات
CLS_0057	وسرعنا وعزمنا واعتبرنا ان الحل الوحيد والاستراتيجي في الوصول الى حوار ليبي سياسي وتوافقي
CLS_0058	وماذا الذي حدث بعد ذلك
CLS_0059	كانت لدينا مطالبات وكان للمجلس النواب مطالبات
CLS_0060	وأقرينا جميعا بأن الحل في ليبيا ليس حلا قانونيا
CLS_0061	لو تمسكنا بالحل القانوني فالحكم المحكمة الدستورية تمثل سيادة الوطن
CLS_0062	والامتثال لحكم المحكمة وللقضاء يعتبر واجب على الجميع
CLS_0063	ولكن رأينا أن ندخل في حل سياسي
CLS_0064	وكانت نداءاتنا دائما بأنه ليس لدينا شرط بأن يستمر المؤتمر الوطني في أي وفاق سياسي قادم
CLS_0065	ولكن إذا ما رأى الليبيون والأطراف المشاركة في الحوار بأنه يكون المؤتمر ويكون مجلس النواب
CLS_0066	فتكلمنا وتحدثنا على التوازن التشريعي للوصول إلى مثل هذا الاتفاق
CLS_0067	ربما الكل يدرك بمسيرة الحوار
CLS_0068	وأن بعثة الأمم المتحدة لم تراعي منذ البداية اختيار آلية وتحديد لعناصر الحوار
CLS_0069	قلنا إذا المشكلة سياسية بين جسمين موجودين
CLS_0070	جسم وهو مجلس النواب المعترف به دوليا والمؤتمر الوطني والذي أقرته المحكمة الدستورية فيمكن الوصول إلى حل توافقي
CLS_0071	ولكن نهجت بعثة الأمم المتحدة برئاسة المبعوث السابق في استدعاء ودعوة أطراف متعددة
CLS_0072	لم تضع معيارا واضحا لهؤلاء الأطراف
CLS_0073	أحيانا تتحدث عن الأحزاب وأحيانا تتحدث عن مؤسسات مجتمع المدني
CLS_0074	وأحيانا تتحدث عن عمداء بلديات يتم اختيارها من البعثة فقط دون الرجوع إلى المؤتمر الوطني العام
CLS_0075	السيد اليون أو السيد كوبلر في حديثه ايضا
CLS_0076	تحدث بأن أن أنه حاول الأسبوع الماضي إجراء مقابلة أو الوصول إلى طرابلس لمقابلتي
CLS_0077	وتم رفضه من السيد رئيس حكومة الإنقاذ
CLS_0078	وهذا بالمستندات التي لدي لم يحدث ذلك ولا يوجد ما مبرر مستندات تسند ما ما أدعاه
CLS_0079	لدي خطاب يطلب فيه الأذن لوصول فريق أمني برئاسة السيد باولو سيرا الجنرال الإيطالي
CLS_0080	ويطلب الحضور لطرابلس ويطلب الاذن ايضا الى الذهاب إلى الزنتان
CLS_0081	وهذا إجراء تنفيذي اتفقت في فترة سابقة على ذلك
CLS_0082	بأن أي رسائل يطلبها بهذا الخصوص يتوجه بها إلى الحكومة التنفيذية وصورة لرئيس المؤتمر لتفعيل الآلية
CLS_0083	وكان ذلك في خلال لقائي به عندما قدم إلى طرابلس
CLS_0084	طلبت منه أن يراعي مثل هذه الآلية ويمكن تفعيلها من جانبي لتيسير وصول بعثة الأمم المتحدة لتمارس مهامها داخل طرابلس
CLS_0085	ولكن أكدت له مرارا وتكرارا ليس التيسير هذا ليس لديه علاقة بتيسير الوصول وصول المجلس الرئاسي لطرابلس
CLS_0086	طالما أن المؤتمر الوطني لم يوقع على هذا الاتفاق
CLS_0087	وعندما نصل إلى مثل هذه المراحل فلا يزعجنا ابدا بأن نمكن الفريق الأمني
CLS_0088	أو ندخل في ترتيبات أمنية عنما نشعر بأننا وصلنا إلى حكومة توافقية تعبر عن إرادة الليبيين جميعا
CLS_0089	الذي أريد ان احيط به اليوم السادة المواطنين والمواطنات
CLS_0090	بأن ما يشاع عن المؤتمر الوطني العام
CLS_0091	بـأنه أو بعض اعضائه حسب ما يعبر عنهم بأنهم قلة ومتشددة ومعرقلون للحوار
CLS_0092	نحن لا يزعجنا الوصف نحن نهتم بالحقيقة وبالواقع
CLS_0093	نحن أكدنا مرارا وتكرارا بهذا الحل بأن الحل يهم الليبيين وأن الليبيين جميعا عازمون على الوصول إلى حل توافقي
CLS_0094	ومنذ التسريبات التي نسبت للمبعوث الأممي السابق
CLS_0095	توجهنا إلى الأمم المتحدة وإلى مجلس الأمن
CLS_0096	وطلبنا منهم في رسالة موجهة إلى السيد بانكيمون والسيد رئيس مجلس الأمن في ذلك اليوم في في تاريخ سابق
CLS_0097	طلبنا ربما فحوى الرسالة أن المؤتمر الوطني أكد على حرصه ورغبته الأكيدة في المضي قدما لإنجاح الحوار
CLS_0098	وذلك من منطلق الواجب الوطني والأخلاقي
CLS_0099	كما أكد مرارا وتكرارا أن يكون الحوار ليبيا ليبيا ومباشرا بين الأطراف المعنية بهذا الحوار
CLS_0100	وفي الوقت الذي نقدر فيه الجهد المتواصل للأمم المتحدة ومن الدول الراعية للحوار من خلال سفرائها ومندوبيها
CLS_0101	تفاجأنا بخبر تعيين السيد برنادينو ليون الممثل الخاص ورئيس بعثة الأمم المتحدة كمدير لأكاديمية الإمارات الدبلوماسية في دولة الإمارات العربية المتحدة
CLS_0102	ولا أريد أن ادخل في تفاصيل هذا الموضوع
CLS_0103	الذي يهمنا في هذا الخصوص أنه أي اتفاق ما لم يعبر عن إرادة جميع الليبيين فإنه يعتبر اتفاق لا يمثل الحقيقة
CLS_0104	ولا يمكن أن يعبر عن نتائج فاعلة
CLS_0105	خاصة بأن الأطراف الذين وقعوا هناك يجب أن نفرق من يمثل المؤتمر الوطني العام وهو صاحب الولاية بالإعلان الدستوري وبالمحكمة الدستورية
CLS_0106	ومن يمثل مجلس النواب بالاعتراف الدولي
CLS_0107	يا إما أن يكون مفوضا بالتوقيع والذين وقعوا باتفاق الصخيرات لم يكونوا كذلك
CLS_0108	وكذلك الذين وقعوا باسم مجلس النواب لم يكونوا كذلك
CLS_0109	ودليل على ذلك ان في جلسة طبرق الأخيرة قرر مجلس النواب بطبرق
CLS_0110	تغيير فريق الحوار وأعرب حتى في زمن سابق بأن الفريق الذي يذهب للصخيرات لا يمثله
CLS_0111	هناك مواضيع أخرى يجب أن نعبر عنها إذا ما اردنا ان نصل إلى عين الحقيقة
CLS_0112	تحدث السيد الدكتور صالح المخزوم النائب الثاني لرئيس المؤتمر
CLS_0113	وعبر بأنه في فترة معينة كان رئيسا لفريق الحوار وقدم استقالته
CLS_0114	وفهمت من خلال تصريحه الأخير بأنه كان عليه ضغط أو إرضاء لرئيس المؤتمر
CLS_0115	رسالته كانت بتاريخ ستة وعشرين ثمانية الفين وخمسة عشر
CLS_0116	قال فيها السيد رئيس المؤتمر الوطني العام تحية طيبة وبعد اتقدم باستقالتي من رئاسة وعضوية فريق الحوار
CLS_0117	الممثل للمؤتمر الوطني العام وحيث ان تكليفي تم من قبلكم فإن استقالتي هذه لا تحتاج للعرض على المؤتمر الوطني العام
CLS_0118	وإنها استقالة نهائية غير قابلة للرجوع فيها من جانبي شاكرا لكم سلفا حسن تفهمكم والسلام عليكم ورحمة الله وبركاته
CLS_0119	دكتور صالح محمد المخزوم النائب الثاني لرئيس المؤتمر الوطني العام
CLS_0120	تم التأشير من جانبي على الرسالة في ذلك اليوم قلت فيها في الوقت الذي تمنيت وأتمنى لمثل هذا الشخصية أن تستمر في أداء مهامها
CLS_0121	وشرف للمؤتمر بأكمله على نجاحه وتفانيه ولكن الضرورة تقدر بقدرها
CLS_0122	عليه أوافق على إعفاء الدكتور صالح من رئاسة فريق الحوار وعضويته بالفريق وأتمنى له كل التوفيق
CLS_0123	وفي نفس التاريخ صدر تصريح بخصوص استقالة الدكتور صالح المخزوم من ترأسه لفريق الحوار
CLS_0124	صادر عن إدارة الإعلام بحزب العدالة والبناء يوم ستة وعشرين أغسطس
CLS_0125	جاء فيه تقدم الدكتور صالح المخزوم باستقالته من رئاسة فريق الحوار وكانت بناء على رغبته
CLS_0126	وبعلم قيادة حزب العدالة والبناء وجاءت بسبب عدم انسجام الدكتور المخزوم مع توجهات رئاسة المؤتمر فيما يتعلق بإدارة الحوار
CLS_0127	مما دعاني وفي نفس اليوم أيضا إلى ان استصدر هذا الرسالة موجهة للدكتور صالح
CLS_0128	معالي السيد المحترم النائب الثاني لرئيس المؤتمر الوطني العام دكتور صالح محمد المخزوم
CLS_0129	تحية طيبة وبعد بالتأكيد سيذكر التاريخ رجالا سطروا مواقف قد ترقى إلى من ضحى بنفسه في ميادين الدفاع عن الوطن
CLS_0130	وأرتفع إلى عليين بمنزلة الشهداء وانني اقر وأفتخر
CLS_0131	بأنني لمست من السيد النائب الثاني لرئيس المؤتمر الوطني طيلة عملنا بالمؤتمر
CLS_0132	سواء عندما كنت مقررا للمؤتمر الوطني العام وهو نائب ثان للرئيس أو عندما اصبحت رئيسا للمؤتمر الوطني العام واحتفظ بصفة النائب الثاني
CLS_0133	مسيرة محفوفة بالمحن والدروس الصعبة كانت بمثابة الامتحان الشاق
CLS_0134	وعندما تشرفت بتكليف الدكتور صالح برئاسة فريق الحوار الممثل للمؤتمر الوطني العام
CLS_0135	أقر وأعتز بذلك بأنه نجح في هذه المهمة باقتدار وكان شرفا له وللمؤتمر وللشعب الليبي
CLS_0136	الذي اختار الحوار خيارا الذي اختار الحوار خيارا استراتيجيا للحل السياسي بليبيا
CLS_0137	لقد تقدم السيد النائب الثاني باستقالته في فترة سابقة
CLS_0138	وأشهد الله انني كنت من الذين حاولوا بكل السبل بكل السبل مع آخرين من السادة الأعضاء في مجملهم وآخرين من أطياف مؤسسات المجتمع المدني
CLS_0139	والنخب السياسية والمثقفة إقناعه بالعدول عن تلك الاستقالة
CLS_0140	وفي هذا اليوم  وبعد التشاور والحوار معه خلال كل هذا الأسبوع وجدت نفسي ان لا اكون ظالما له بعدم قبول استقالته
CLS_0141	عندما تأكدت وهذا ما اعتقده دائما من حسن نيته الصادقة
CLS_0142	في سبيل إعطاء الفرصة لغيره لإمكانية تكملة المشوار نحو حوار هادف وبناء لا تحكمه أي ضغوط مهما كان مصدرها
CLS_0143	ولا أزال على ثقة بأن سيادته سيكون عونا لكل مخلص يسعى إلى وحدة الوطن والمواطنين وفقكم الله وأعانكم والله من وراء القصد والسلام عليكم ورحمة الله وبركاته
CLS_0144	ولا أريد أن اعلق كثير على زميل وأخ كان نائبا لي بالمؤتمر الوطني وأترك له التعليق في ذلك
CLS_0145	ربما أريد وأتوجه والتمس من السادة المتخصصين في القانون الدستوري
CLS_0146	اريد منهم أن يوضحوا للشعب الليبي تصرفات الذين وقعوا من أعضاء المؤتمر الوطني ومن أعضاء مجلس النواب
CLS_0147	ومن الأشخاص الذين وقعوا نيابة عن الشعب الليبي ما هو التكييف القانوني خاصة للذين أقسموا اليمين لاحترام الإعلان الدستوري الدستوري
CLS_0148	والامتثال لحكم المحكمة الدستورية وكانوا جزءا من المنظومة السياسية باسم المؤتمر الوطني العام بعد اربعة ثمانية الفين وأربعة عشر
CLS_0149	وخاصة بعدما أعلن العالم جميعا اعترافه رسميا بمجلس النواب والحكومة المنبثقة عنه
CLS_0150	كيف يمكن تكييف أفعالهم وتصرفاتهم قبل توقيعهم على اتفاق صخيرات
CLS_0151	ما حدث في ليبيا هل يجوز لنا ونحن لم نصل إلى مصالحة تامة
CLS_0152	أن نصل إلى اتفاق سياسي يوقعه بعص الأطراف ونخلي به مسؤولية كل من سبب او تسبب او حدثت أشياء من من يوم اربعة ثمانية الفين وأربعة عشر إلى غاية هذا التاريخ
CLS_0153	ما حدث من انشقاق ما حدث من تشظي ما حدث من قتال
CLS_0154	ما حدث من ضرب مدن بكاملها بنغازي ككلة ورشفانة
CLS_0155	ما حدث بالجنوب ما حدث بالكفرة ما حدث بدرنة هل يمكن ان يوصف ذلك بأنه اتفاق سياسي ونعفي فيه جميع الأطراف
CLS_0156	السؤال الأهم ما هي مسؤولية بعثة الأمم المتحدة وهيئة الأمم المتحدة ومجلس الأمن بعد رفضهم للاعتداد بحكم المحكمة الدستورية
CLS_0157	واعتبار المؤتمر الوطني خارج الشرعية الدولية والتعامل فقط مع مجلس النواب
CLS_0158	وفي لحظة ما يتم التعامل يتم التعامل مع أفراد من المؤتمر غير مفوضين بالتوقيع او التفاوض
CLS_0159	ويتم إبرام اتفاق يأخذ صفة الدولية والمباركة من مجلس الأمن
CLS_0160	أيضا انشاء مجلس اعلى للدولة عندما نقول مجلس أعلى للدولة كأنه هناك مجلس أدنى للدولة
CLS_0161	قلنا مرارا وتكرارا ومن خلال فريقي الحوار الفريق الذي ترأسه الدكتور صالح والفريق الذي تراسه الدكتور عوض
CLS_0162	بأنه رغم ان استمرار المؤتمر الوطني كان بسبب انعقاد مجلس النواب يوم أربعة ثمانية انعقاد باطل
CLS_0163	وهذا ما أكدته حكم المحكمة الدستورية ولكن بسبب ان الأمر وصل إلى مستوى غير عادي من الانقسام والتشدي التشظي والقتال
CLS_0164	وهذا ما أكدته حكم المحكمة الدستورية ولكن بسبب ان الأمر وصل إلى مستوى غير عادي من الانقسام والتشدي التشظي والقتال
CLS_0165	فإن الحل في ليبيا لا بد ان يكون سياسيا توافقيا ولكن لا أحد يعقل بأن ينشأ جسم بمسمى المجلس الأعلى للدولة كجسم استشاري
CLS_0166	هل هي مكافأة لأعضاء المؤتمر أم رشوة للتوقيع على اتفاق سياسي
CLS_0167	كيف يمكن أن يسمح عضو مؤتمر منتخب قانون بموجب الإعلان الدستوري ومنتخب من دائرته ان يتنازل عن وظيفة تشريعية سيادية تأسيسية رقابية
CLS_0168	ليكون في جسم استشاري ليأخذ مزايا هذا الجسم السابق من مكافأة والعضوية والحصانة وعدم الملاحقة لمدة سنتين قادمتين
CLS_0169	انا الذي أراه وخاصة بعد انعقاد الجلسة بطبرق
CLS_0170	والذين قالوا والذي قالوا فيه بأنهم وافقوا على الاتفاق السياسي بشرط الغاء المادة الثامنة
CLS_0171	ووافقوا على وافقوا على الاتفاق السياسي نعم بشرط الغاء المادة الثامنة ووافقوا على بقاء المجلس الرئاسي بشرط إعادة تشكيل الحكومة
CLS_0172	والمادة الثامنة دائما تتحدث والكل يقول المؤسسة العسكرية التي يرأسها حفتر نحن لا نريد أن يبقى حفتر
CLS_0173	ولكن المؤسسة العسكرية يمكن تفعيلها بضباط آخرين
CLS_0174	ما الضير بأن يتقدم أو ويقدم كل من هو شخصية جدلية نبدأ برئيس المؤتمر الوطني والذي يحمل صفة القائد الأعلى للجيش الليبي بتفويض من المؤتمر الوطني العام
CLS_0175	أن يحضر نفسه من يوم الغد لأن يكون أمام محكمة عادلة
CLS_0176	ومن يقابله في هذه الوظيفة من مجلس النواب نقول السيد عكيلة باعتباره رئيس مجلس النواب وقائد أعلى للجيش الليبي
CLS_0177	وفترة التي مرت بها ليبيا فترة حرجة ودمرت فيها مدن وتعرضت ممتلكات وأرواح للضرر
CLS_0178	إذا من يوم الغد يقدمون إلى محاكمة عادلة
