LISTS READ BY SPEAKERS,,,,,,,,,,,,,,,,,,,,,
ARABIC SPEAKER RECOGNITION PROJECT ,,,,,,,,,,,,,,,"Type : A (Arab), NA (Non Arab)",,,,,,
,,,,,,,,,,,,,,,Nationality : International Code,,,,,,
MALE SPEAKERS,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
N,Speaker ID,Order,Type,Nationality,Age(years),1.SAAB sentences_1,1.SAAB sentences_2,2.Fixed Sentences,3.Numbers,4.Common Words_1, 4.Common Words_2,5.Rich Words_1,5.Rich Words_2,7.Paragraph_1,7.Paragraph_2,6.Phonetic_Distinctive Words_1,6.Phonetic_Distinctive Words_2,8.Common_List,9.Random_List,10.Questions_1,10.Questions_2
,,,,,,SB1,SB2,FS0,NM0,CW1,CW2,RW1,RW2,PG1,PG1,PW1,PW2,CL0,RS0,QA1,QA2
1,NS1,1,A,YE,28,SAS_1_1,SAS_2_1,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_1,5_RWR_2_1,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
2,NS2,2,A,YE,27,SAS_1_2,SAS_2_2,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_2,5_RWR_2_2,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
3,NS3,3,A,YE,31,SAS_1_3,SAS_2_3,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_3,5_RWR_2_3,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
4,NS4,4,A,YE,26,SAS_1_4,SAS_2_4,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_4,5_RWR_2_4,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
5,NS5,5,A,YE,27,SAS_1_5,SAS_2_5,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_5,5_RWR_2_5,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
6,NS6,6,A,YE,24,SAS_1_6,SAS_2_6,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_6,5_RWR_2_6,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
7,NS7,7,A,YE,26,SAS_1_7,SAS_2_7,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_7,5_RWR_2_7,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
8,NS8,8,A,YE,27,SAS_1_8,SAS_2_8,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_8,5_RWR_2_8,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
9,NS9,9,A,YE,31,SAS_1_9,SAS_2_9,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_9,5_RWR_2_9,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
10,NS10,10,A,YE,27,SAS_1_10,SAS_2_10,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_10,5_RWR_2_10,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
11,NS11,11,A,SY,27,SAS_1_11,SAS_2_11,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_11,5_RWR_2_11,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
12,NS12,12,A,EG,26,SAS_1_12,SAS_2_12,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_12,5_RWR_2_12,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
13,NS13,13,A,YE,27,SAS_1_13,SAS_2_13,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_13,5_RWR_2_13,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
14,NS14,14,A,SY,27,SAS_1_14,SAS_2_14,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_14,5_RWR_2_14,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
15,NS15,15,A,YE,31,SAS_1_15,SAS_2_15,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_15,5_RWR_2_15,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
16,NS16,16,A,DZ,20,SAS_1_16,SAS_2_16,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_16,5_RWR_2_16,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
17,NS17,17,A,SY,20,SAS_1_17,SAS_2_17,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_17,5_RWR_2_17,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
18,NS18,18,A,SD,25,SAS_1_18,SAS_2_18,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_18,5_RWR_2_18,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
19,NS19,19,A,EG,24,SAS_1_19,SAS_2_19,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_19,5_RWR_2_19,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
20,NS20,20,A,YE,45,SAS_1_20,SAS_2_20,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_20,5_RWR_2_20,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
21,NS21,21,A,SY,37,SAS_1_21,SAS_2_21,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_21,5_RWR_2_21,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
22,NS22,22,A,EG,26,SAS_1_22,SAS_2_22,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_22,5_RWR_2_22,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
23,NS23,23,A,EG,40,SAS_1_23,SAS_2_23,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_23,5_RWR_2_23,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
24,NS24,24,A,EG,26,SAS_1_24,SAS_2_24,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_24,5_RWR_2_24,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
25,NS25,25,A,SY,21,SAS_1_25,SAS_2_25,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_25,5_RWR_2_25,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
26,NS26,26,A,TN,20,SAS_1_26,SAS_2_26,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_26,5_RWR_2_26,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
27,NS27,27,A,SY,33,SAS_1_27,SAS_2_27,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_27,5_RWR_2_27,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
28,NS28,28,A,EG,24,SAS_1_28,SAS_2_28,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_28,5_RWR_2_28,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
29,NS29,29,A,EG,26,SAS_1_29,SAS_2_29,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_29,5_RWR_2_29,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
30,NS30,30,A,EG,23,SAS_1_30,SAS_2_30,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_30,5_RWR_2_30,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
31,NS31,31,A,EG,23,SAS_1_31,SAS_2_31,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_31,5_RWR_2_31,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
32,NS32,32,A,YE,27,SAS_1_32,SAS_2_32,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_32,5_RWR_2_32,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
33,NS34,34,A,YE,31,SAS_1_34,SAS_2_34,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_34,5_RWR_2_34,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
34,NS35,35,A,SY,27,SAS_1_35,SAS_2_35,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_35,5_RWR_2_35,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
35,NS36,36,A,EG,21,SAS_1_36,SAS_2_36,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_1,5_RWR_2_1,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
36,NS39,39,A,SD,35,SAS_1_39,SAS_2_39,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_4,5_RWR_2_4,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
37,NS40,40,A,EG,24,SAS_1_40,SAS_2_40,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_5,5_RWR_2_5,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
38,NS41,41,A,LB,22,SAS_1_41,SAS_2_41,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_6,5_RWR_2_6,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
39,NS42,42,A,SD,32,SAS_1_42,SAS_2_42,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_7,5_RWR_2_7,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
40,NS43,43,A,SY,26,SAS_1_43,SAS_2_43,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_8,5_RWR_2_8,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
41,NS44,44,A,SY,27,SAS_1_44,SAS_2_44,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_9,5_RWR_2_9,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
42,NS45,45,A,PL,20,SAS_1_45,SAS_2_45,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_10,5_RWR_2_10,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
43,NS46,46,A,EG,22,SAS_1_46,SAS_2_46,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_11,5_RWR_2_11,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
44,NS47,47,A,DZ,32,SAS_1_47,SAS_2_47,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_12,5_RWR_2_12,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
45,NS52,52,A,SD,33,SAS_1_5,SAS_2_5,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_17,5_RWR_2_17,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
46,NS151,151,A,DZ,46,SAS_1_10,SAS_2_10,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_11,5_RWR_2_11,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
47,NS152,152,A,TN,60,SAS_1_11,SAS_2_11,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_12,5_RWR_2_12,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
48,NS153,153,A,EG,51,SAS_1_12,SAS_2_12,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_13,5_RWR_2_13,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
49,NS154,154,A,DZ,41,SAS_1_13,SAS_2_13,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_14,5_RWR_2_14,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
50,NS155,155,A,TN,38,SAS_1_14,SAS_2_14,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_15,5_RWR_2_15,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
51,NS156,156,A,TN,18,SAS_1_15,SAS_15,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_16,5_RWR_2_16,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
52,NS201,201,N,PK,24,SAS_1_13,SAS_2_13,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_26,5_RWR_2_26,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
53,NS202,202,N,IN,26,SAS_1_14,SAS_2_14,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_27,5_RWR_2_27,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
54,NS203,203,N,IN,25,SAS_1_15,SAS_2_15,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_28,5_RWR_2_28,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
55,NS204,204,N,IN,29,SAS_1_16,SAS_2_16,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_29,5_RWR_2_29,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
56,NS205,205,N,PK,23,SAS_1_17,SAS_2_17,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_30,5_RWR_2_30,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
57,NS206,206,N,PK,23,SAS_1_18,SAS_2_18,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_31,5_RWR_2_31,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
58,NS207,207,N,IN,33,SAS_1_19,SAS_2_19,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_32,5_RWR_2_32,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
59,NS208,208,N,IN,32,SAS_1_20,SAS_2_20,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_33,5_RWR_2_33,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
60,NS209,209,N,PK,23,SAS_1_21,SAS_2_21,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_34,5_RWR_2_34,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
61,NS210,210,N,IN,27,SAS_1_22,SAS_2_22,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_35,5_RWR_2_35,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
62,NS211,211,N,PK,30,SAS_1_23,SAS_2_23,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_1,5_RWR_2_1,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
63,NS212,212,N,PK,30,SAS_1_24,SAS_2_24,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_2,5_RWR_2_2,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
64,NS213,213,N,PK,25,SAS_1_25,SAS_2_25,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_3,5_RWR_2_3,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
65,NS214,214,N,PK,25,SAS_1_26,SAS_2_26,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_4,5_RWR_2_4,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
66,NS215,215,N,ML,24,SAS_1_27,SAS_2_27,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_5,5_RWR_2_5,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
67,NS216,216,N,AF,22,SAS_1_28,SAS_2_28,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_6,5_RWR_2_6,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
68,NS217,217,N,AF,20,SAS_1_29,SAS_2_29,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_7,5_RWR_2_7,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
69,NS218,218,N,NP,20,SAS_1_30,SAS_2_30,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_8,5_RWR_2_8,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
70,NS219,219,N,NP,22,SAS_1_31,SAS_2_31,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_9,5_RWR_2_9,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
71,NS220,220,N,IN,21,SAS_1_32,SAS_2_32,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_10,5_RWR_2_10,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
72,NS221,221,N,IN,36,SAS_1_33,SAS_2_33,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_11,5_RWR_2_11,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
73,NS222,222,N,NP,29,SAS_1_34,SAS_2_34,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_12,5_RWR_2_12,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
74,NS223,223,N,NP,22,SAS_1_35,SAS_2_35,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_13,5_RWR_2_13,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
75,NS224,224,N,NP,22,SAS_1_36,SAS_2_36,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_14,5_RWR_2_14,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
76,NS225,225,N,NP,26,SAS_1_37,SAS_2_37,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_15,5_RWR_2_15,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
77,NS226,226,N,NG,31,SAS_1_38,SAS_2_38,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_16,5_RWR_2_16,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
78,NS227,227,N,UG,27,SAS_1_39,SAS_2_39,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_17,5_RWR_2_17,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
79,NS228,228,N,IN,32,SAS_1_40,SAS_2_40,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_18,5_RWR_2_18,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
80,NS229,229,N,NP,30,SAS_1_41,SAS_2_41,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_19,5_RWR_2_19,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
81,NS230,230,N,ML,26,SAS_1_42,SAS_2_42,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_20,5_RWR_2_20,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
82,NS231,231,N,BD,27,SAS_1_43,SAS_2_43,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_21,5_RWR_2_21,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
83,NS232,232,N,AG,25,SAS_1_44,SAS_2_44,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_22,5_RWR_2_22,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX1,10_QST_1,10_QST_2
84,NS233,233,N,ID,20,SAS_1_45,SAS_2_45,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_23,5_RWR_2_23,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX2,10_QST_1,10_QST_2
85,NS234,234,N,BG,27,SAS_1_46,SAS_2_46,2_FST,3_NUM,4_CWR_1,4_CWR_2,5_RWR_1_24,5_RWR_2_24,6_PAR_1,6_PAR_2,7_PDW_1,7_PDW_2,LST1,LSX3,10_QST_1,10_QST_2
